Product_Code,Year,Order_Demand
Product_0021,2013,"[141000, 92500, 56000, 162000, 80000, 104500, 67500, 80000, 81500, 151000, 94500, 104500]"
Product_0021,2014,"[66500, 202500, 93500, 81000, 57000, 132000, 92500, 145000, 116000, 177000, 133000, 163500]"
Product_0021,2015,"[184500, 73500, 83000, 105500, 108500, 82500, 82500, 93000, 132500, 82500, 75500, 169000]"
Product_0021,2016,"[122000, 85000, 109500, 54000, 46000, 152000, 123500, 117000, 80000, 66500, 64500, 68000]"
Product_0025,2012,"[17400, 26100, 20300, 15300, 12400, 18100, 13500, 9700, 16500, 22000, 21900, 6200]"
Product_0025,2013,"[25000, 18900, 11800, 26200, 11200, 19700, 15700, 15400, 4600, 16000, 16300, 22100]"
Product_0025,2014,"[17300, 21500, 16700, 19400, 15700, 20700, 20800, 10900, 14400, 19500, 9700, 14300]"
Product_0025,2015,"[8400, 15600, 13100, 6700, 17200, 17000, 32500, 13100, 8800, 14600, 28400, 21300]"
Product_0025,2016,"[18500, 17700, 13400, 13800, 10000, 18900, 8600, 13800, 15000, 17600, 15000, 18400]"
Product_0025,2017,[1600]
Product_0031,2011,[100]
Product_0031,2012,"[79100, 63900, 59900, 69800, 102100, 64600, 69400, 55600, 75900, 70100, 75700, 69000]"
Product_0031,2013,"[75900, 75100, 99800, 56200, 62100, 74400, 71300, 64500, 75200, 57800, 58800, 41000]"
Product_0031,2014,"[69500, 75500, 97500, 144100, 94500, 98500, 65400, 58100, 60200, 60600, 48000, 77900]"
Product_0031,2015,"[96700, 80100, 100300, 127200, 76700, 99500, 114800, 63100, 105900, 95700, 89500, 50400]"
Product_0031,2016,"[93500, 104300, 83800, 92400, 118500, 93100, 62500, 92600, 82600, 70600, 52300, 92600]"
Product_0033,2011,[355000]
Product_0033,2012,"[733500, 458000, 597500, 574000, 808000, 766500, 381000, 758500, 553500, 522000, 428500, 587500]"
Product_0033,2013,"[787500, 603500, 522500, 982000, 462000, 623500, 498000, 863500, 501000, 576000, 810000, 691500]"
Product_0033,2014,"[906500, 1060500, 1029000, 955000, 452000, 771000, 988000, 590500, 895500, 547500, 519000, 734000]"
Product_0033,2015,"[1458500, 822500, 810500, 878000, 896500, 1221000, 581000, 671000, 608500, 721000, 504000, 906000]"
Product_0033,2016,"[1018500, 564500, 972500, 901500, 743000, 650000, 889000, 982000, 487000, 338000, 731000, 652500]"
Product_0034,2012,"[9000, 13900, 11800, 9900, 15100, 12700, 15800, 11000, 11600, 10100, 8200, 11500]"
Product_0034,2013,"[9800, 24600, 9300, 9800, 8400, 7000, 9900, 18900, 8800, 8200, 7100, 6800]"
Product_0034,2014,"[5300, 8300, 12300, 5500, 5400, 16500, 10900, 6600, 9100, 5700, 8800, 14600]"
Product_0034,2015,"[12900, 17000, 10200, 8700, 7600, 10200, 4200, 7800, 9600, 14200, 6500, 5400]"
Product_0034,2016,"[8800, 12500, 13900, 7400, 8100, 4800, 10200, 5900, 6900, 12200, 2600, 7300]"
Product_0064,2012,"[180000, 232000, 304000, 114000, 278000, 253000, 119000, 317000, 197000, 226000, 112000, 187000]"
Product_0064,2013,"[213000, 228000, 274000, 255000, 191000, 321000, 331000, 243000, 169000, 294000, 292000, 103000]"
Product_0064,2014,"[459000, 124000, 398000, 314000, 156000, 574000, 241000, 308000, 146000, 346000, 56000, 130000]"
Product_0064,2015,"[115000, 170000, 131000, 303000, 154000, 476000, 242000, 140000, 303000, 560000, 152000, 324000]"
Product_0064,2016,"[84000, 176000, 133000, 111000, 374000, 154000, 206000, 217000, 212000, 215000, 372000, 170000]"
Product_0083,2012,"[2789000, 3711000, 3455000, 4569000, 3682000, 1980000, 2531000, 1709000, 3362000, 4490000, 2185000, 2673000]"
Product_0083,2013,"[3535000, 3466000, 2425000, 4201000, 2171000, 479000, 3435000, 3023000, 1943000, 2626000, 2708000, 4427000]"
Product_0083,2014,"[3051000, 3755000, 4287000, 3205000, 2687000, 3456000, 3104000, 3298000, 3909000, 3729000, 2566000, 3316000]"
Product_0083,2015,"[4311000, 3642000, 4539000, 4104000, 2765000, 5395000, 3626000, 3570000, 4638000, 3560000, 4481000, 2716000]"
Product_0083,2016,"[3767000, 5728000, 5445000, 2042000, 4917000, 4454000, 5168000, 3665000, 4082000, 4158000, 5123000, 2817000]"
Product_0123,2012,"[8550, 10800, 6230, 6320, 6050, 9120, 3360, 13710, 7660, 8070, 6610, 8090]"
Product_0123,2013,"[7970, 2850, 8150, 6240, 4480, 3840, 6890, 4490, 5930, 5680, 3470, 15820]"
Product_0123,2014,"[3100, 3800, 8740, 4240, 5440, 4060, 4630, 7050, 7970, 6040, 2220, 6180]"
Product_0123,2015,"[4160, 10740, 11140, 17670, 6110, 8820, 4970, 11750, 8280, 13040, 7320, 12070]"
Product_0123,2016,"[7050, 7200, 12560, 8760, 11950, 13780, 9780, 4280, 7350, 4530, 8290, 5180]"
Product_0139,2011,[107]
Product_0139,2012,"[866, 287, 1130, 969, 1304, 1533, 284, 94, 319, 287, 202, 414]"
Product_0139,2013,"[55, 228, 519, 1039, 251, 445, 303, 171, 313, 450, 1002, 275]"
Product_0139,2014,"[652, 702, 770, 265, 452, 676, 486, 1735, 199, 368, 225, 361]"
Product_0139,2015,"[307, 756, 369, 1081, 602, 626, 195, 654, 304, 434, 754, 345]"
Product_0139,2016,"[296, 659, 189, 337, 256, 704, 675, 332, 201, 304, 685, 561]"
Product_0150,2012,"[1650, 288, 299, 147, 340, 335, 361, 690, 341, 336, 256, 295]"
Product_0150,2013,"[349, 403, 253, 212, 514, 327, 531, 163, 274, 194, 134, 503]"
Product_0150,2014,"[242, 355, 287, 566, 216, 450, 143, 505, 207, 191, 220, 160]"
Product_0150,2015,"[275, 380, 313, 249, 222, 342, 428, 339, 180, 350, 341, 412]"
Product_0150,2016,"[80, 75, 332, 85, 84, 229, 136, 201, 95, 97, 94, 47]"
Product_0178,2011,[1872]
Product_0178,2012,"[15570, 26195, 26897, 20886, 31396, 18265, 37859, 15540, 10638, 15086, 26926, 22362]"
Product_0178,2013,"[33165, 22092, 15057, 9938, 37968, 41540, 16011, 16355, 20149, 17828, 43710, 19264]"
Product_0178,2014,"[31519, 20926, 23144, 18256, 16944, 31133, 30982, 7817, 18349, 25908, 11066, 11550]"
Product_0178,2015,"[12735, 19604, 8204, 6910, 30709, 40898, 39243, 6942, 18724, 8246, 20959, 45390]"
Product_0178,2016,"[44069, 1177, 9930, 2116, 30308, 15946, 25973, 14030, 33540, 6816, 10621, 9804]"
Product_0183,2012,"[10267, 11421, 8512, 3027, 8856, 7655, 7880, 5667, 3182, 10893, 7422, 5018]"
Product_0183,2013,"[8605, 7411, 10023, 2776, 11452, 1328, 6987, 5869, 3731, 5667, 15073, 2468]"
Product_0183,2014,"[13504, 12784, 1300, 8465, 13380, 6486, 10262, 1093, 4596, 4729, 3376, 238]"
Product_0183,2015,"[3433, 8915, 9314, 6629, 4720, 5070, 8834, 3604, 1998, 4060, 4405, 3769]"
Product_0183,2016,"[9241, 1004, 6691, 5977, 2092, 11717, 1872, 2001, 6346, 1518, 251, 1205]"
Product_0183,2017,[24]
Product_0191,2011,[1100]
Product_0191,2012,"[5716, 15325, 32240, 29146, 5183, 18227, 21502, 16139, 25944, 13096, 21929, 23310]"
Product_0191,2013,"[13785, 21581, 20124, 38021, 10216, 15690, 20254, 6828, 3498, 32290, 7241, 23872]"
Product_0191,2014,"[16848, 19818, 12756, 24120, 8325, 20374, 41900, 24411, 23470, 25223, 14437, 24497]"
Product_0191,2015,"[10890, 20214, 22047, 34417, 4650, 11195, 21098, 22182, 19900, 17475, 20116, 17991]"
Product_0191,2016,"[28098, 15312, 48278, 12859, 692, 17064, 16982, 31503, 35678, 7732, 23330, 13902]"
Product_0200,2012,"[13315, 18569, 14506, 10165, 14341, 16092, 17888, 22385, 18446, 10959, 12627, 20831]"
Product_0200,2013,"[9428, 17102, 18547, 16087, 8240, 48827, 16194, 12185, 13779, 18304, 14760, 25951]"
Product_0200,2014,"[10055, 12697, 9573, 9089, 11521, 11060, 16280, 16598, 23282, 8715, 27063, 12357]"
Product_0200,2015,"[11206, 19501, 17256, 12168, 18615, 10007, 19118, 22014, 26265, 17469, 10820, 13749]"
Product_0200,2016,"[10980, 11012, 15712, 10916, 9999, 10574, 8537, 9710, 19984, 10645, 7587, 7224]"
Product_0202,2011,"[500, 2722]"
Product_0202,2012,"[15537, 25579, 25499, 40934, 43070, 24516, 31675, 40298, 36573, 35598, 38212, 38620]"
Product_0202,2013,"[47758, 20861, 34926, 19970, 25169, 28981, 31590, 15542, 13077, 77033, 43883, 36991]"
Product_0202,2014,"[19811, 48322, 28815, 41231, 22759, 53973, 46387, 60324, 65625, 84227, 27955, 28256]"
Product_0202,2015,"[30474, 44893, 41176, 61490, 41928, 48306, 14966, 28431, 78324, 44166, 26339, 72136]"
Product_0202,2016,"[34375, 50507, 96410, 26790, 3424, 32443, 92914, 32668, 81701, 76273, 25144, 54023]"
Product_0202,2017,[200]
Product_0206,2011,[200]
Product_0206,2012,"[8059, 18202, 11042, 22570, 12675, 38648, 16210, 35987, 19901, 29922, 8600, 17125]"
Product_0206,2013,"[27422, 20184, 10952, 10674, 16899, 14199, 10862, 8491, 18806, 36399, 14716, 21958]"
Product_0206,2014,"[14720, 11109, 18452, 23356, 17350, 31491, 26327, 31409, 32244, 17059, 17129, 16561]"
Product_0206,2015,"[26947, 16703, 31034, 13512, 53580, 15545, 7877, 17943, 26034, 24504, 6783, 51201]"
Product_0206,2016,"[24322, 9294, 21423, 4498, 4857, 22113, 13307, 16911, 23024, 9578, 18772, 12044]"
Product_0211,2011,[577]
Product_0211,2012,"[9215, 18595, 5958, 4946, 10418, 8442, 9346, 6101, 8825, 4399, 2240, 3377]"
Product_0211,2013,"[4920, 4261, 5007, 7171, 3421, 4036, 6545, 4951, 5163, 3852, 2813, 16155]"
Product_0211,2014,"[4499, 1482, 2399, 4349, 2659, 2563, 4586, 4460, 9662, 11398, 3605, 4872]"
Product_0211,2015,"[3531, 3618, 2486, 2727, 3313, 4630, 2000, 8599, 6328, 5367, 1816, 4485]"
Product_0211,2016,"[2112, 5861, 5687, 2595, 5466, 1450, 4357, 3968, 5182, 1310, 2662, 1736]"
Product_0213,2012,"[4370, 13018, 10327, 10359, 5470, 18017, 6954, 10519, 4687, 6442, 1700, 4210]"
Product_0213,2013,"[6798, 4478, 2435, 5925, 13471, 2940, 3761, 5279, 2665, 12575, 4185, 13045]"
Product_0213,2014,"[3583, 4292, 6529, 4694, 4995, 6064, 10382, 7917, 10765, 13771, 3809, 5162]"
Product_0213,2015,"[5634, 11410, 14670, 12420, 10716, 5395, 6296, 5748, 6692, 13980, 2953, 8427]"
Product_0213,2016,"[6286, 10534, 19253, 7246, 2451, 9005, 3446, 1257, 7406, 3470, 1095, 2235]"
Product_0214,2012,"[16102, 10923, 25677, 8657, 10294, 16113, 29198, 19831, 36292, 14920, 6886, 53795]"
Product_0214,2013,"[21864, 12221, 25826, 14179, 14118, 14025, 25222, 10953, 14939, 23907, 25917, 13318]"
Product_0214,2014,"[8623, 15509, 19617, 30905, 26801, 18267, 13548, 16171, 21484, 24895, 15434, 16956]"
Product_0214,2015,"[17599, 16242, 10540, 10899, 14516, 45074, 13044, 27517, 26553, 26915, 23430, 13987]"
Product_0214,2016,"[9005, 10785, 8456, 10591, 6583, 31488, 21919, 8143, 26696, 11052, 16007, 594]"
Product_0215,2012,"[11372, 18023, 28593, 13318, 37698, 17925, 32618, 28846, 36631, 15060, 10175, 28755]"
Product_0215,2013,"[15106, 28260, 34498, 22889, 41600, 25786, 24392, 33829, 18696, 13578, 12681, 26475]"
Product_0215,2014,"[33016, 24186, 41279, 25611, 15103, 31590, 14934, 23359, 23278, 27538, 17117, 34513]"
Product_0215,2015,"[21975, 38897, 18596, 8959, 15470, 39109, 19061, 21151, 24591, 8613, 16982, 19951]"
Product_0215,2016,"[3489, 3322, 5181, 2884, 3139, 4760, 9967, 8497, 4890, 4780, 17428, 1011]"
Product_0225,2012,"[7717, 2853, 1903, 6819, 2375, 2780, 23942, 6470, 5452, 6404, 4264, 6940]"
Product_0225,2013,"[7939, 26759, 17733, 4646, 599, 1756, 5758, 4249, 7234, 18344, 11165, 9646]"
Product_0225,2014,"[9843, 21824, 2168, 6876, 8814, 9867, 4480, 10606, 7317, 15697, 10063, 8356]"
Product_0225,2015,"[18008, 7476, 16644, 10634, 8690, 11091, 7498, 11490, 7214, 3596, 15660, 11069]"
Product_0225,2016,"[6313, 7553, 20426, 5185, 10471, 14492, 6332, 17315, 9787, 9436, 1738, 5670]"
Product_0228,2012,"[7189, 2895, 1813, 2686, 1495, 3894, 14694, 1574, 2030, 2982, 9139, 3042]"
Product_0228,2013,"[2147, 1326, 1079, 2911, 2145, 2029, 2986, 10272, 5629, 7329, 2819, 18363]"
Product_0228,2014,"[3161, 2368, 3047, 6398, 1045, 3519, 2281, 5951, 2372, 1431, 3125, 4317]"
Product_0228,2015,"[9700, 7413, 9168, 7551, 5804, 5897, 1141, 2427, 2747, 2263, 1441, 3278]"
Product_0228,2016,"[5671, 3172, 12479, 3940, 7766, 7719, 771, 1516, 2192, 1808, 3366, 2233]"
Product_0248,2012,"[691, 739, 2372, 288, 2158, 2007, 1687, 2987, 299, 897, 4175, 1447]"
Product_0248,2013,"[2113, 1200, 1785, 1273, 1455, 2738, 295, 665, 1369, 883, 2313, 1361]"
Product_0248,2014,"[1718, 1049, 1517, 2268, 579, 2800, 1982, 921, 1853, 583, 2033, 886]"
Product_0248,2015,"[1193, 2437, 2838, 1686, 2914, 3122, 538, 446, 1958, 2669, 1495, 2329]"
Product_0248,2016,"[1353, 396, 1170, 285, 2094, 2049, 2014, 75, 1493, 1133, 288, 600]"
Product_0250,2012,"[690, 2746, 22744, 1354, 1315, 2724, 5704, 2524, 1773, 24070, 1411, 670]"
Product_0250,2013,"[4013, 5482, 9598, 1951, 10144, 4357, 9001, 1862, 6102, 4416, 3684, 2613]"
Product_0250,2014,"[350, 3898, 6292, 2224, 1466, 5696, 3497, 5304, 6302, 1022, 1514, 6208]"
Product_0250,2015,"[4213, 4594, 14426, 5785, 11153, 11259, 2907, 9220, 4983, 6800, 2322, 10615]"
Product_0250,2016,"[2046, 4705, 4980, 6936, 2785, 1969, 3927, 3999, 10988, 4146, 2481, 7697]"
Product_0250,2017,[148]
Product_0287,2012,"[11670, 5730, 4080, 3050, 7870, 5220, 10530, 8050, 2800, 6460, 7500, 6130]"
Product_0287,2013,"[1640, 7060, 2620, 3880, 10190, 10120, 2460, 4300, 2910, 9950, 7560, 5870]"
Product_0287,2014,"[4470, 14340, 3250, 5310, 6920, 8180, 8100, 1830, 7310, 12730, 5450, 2910]"
Product_0287,2015,"[10260, 4470, 9990, 4210, 25480, 4020, 2890, 3940, 9310, 3060, 3630, 8170]"
Product_0287,2016,"[2230, 5060, 1060, 4070, 6500, 4120, 7040, 6090, 5560, 5170, 880, 2390]"
Product_0288,2011,"[50, 1000]"
Product_0288,2012,"[4810, 7480, 7530, 2480, 10400, 13900, 8640, 3730, 8520, 7000, 6150, 9110]"
Product_0288,2013,"[5910, 13560, 7730, 9080, 7230, 6070, 13670, 6620, 5100, 15710, 6280, 4740]"
Product_0288,2014,"[5680, 7730, 4920, 4450, 10560, 18990, 9350, 9520, 12040, 7930, 9450, 8240]"
Product_0288,2015,"[6194, 10420, 11480, 4210, 4520, 6020, 9800, 7214, 10720, 5780, 5740, 25510]"
Product_0288,2016,"[3380, 8230, 6460, 6640, 1630, 12780, 5010, 2540, 7350, 3780, 8340, 4130]"
Product_0308,2012,"[1209, 2732, 1463, 1699, 2016, 2611, 3140, 1500, 1477, 1580, 903, 1181]"
Product_0308,2013,"[1860, 2313, 2483, 1140, 1291, 1275, 1460, 2347, 985, 2469, 2570, 649]"
Product_0308,2014,"[2975, 2160, 1474, 531, 2090, 1481, 1573, 1067, 1346, 1132, 1534, 1016]"
Product_0308,2015,"[2337, 1145, 619, 1695, 1026, 2686, 1958, 1087, 2561, 1801, 909, 2630]"
Product_0308,2016,"[2445, 1736, 755, 2324, 1068, 3282, 2513, 2139, 2911, 1248, 2099, 884]"
Product_0322,2011,[5]
Product_0322,2012,"[222, 916, 95, 177, 227, 499, 594, 372, 343, 491, 344, 1109]"
Product_0322,2013,"[522, 284, 247, 138, 192, 85, 221, 298, 568, 187, 254, 171]"
Product_0322,2014,"[466, 184, 465, 84, 189, 118, 168, 53, 35, 556, 66, 90]"
Product_0322,2015,"[468, 148, 186, 344, 16, 186, 103, 42, 101, 75, 92, 78]"
Product_0322,2016,"[75, 316, 114, 7, 45, 448, 204, 61, 33, 144, 161, 34]"
Product_0325,2012,"[157, 93, 224, 237, 205, 160, 357, 108, 114, 360, 179, 77]"
Product_0325,2013,"[247, 37, 231, 194, 253, 295, 234, 149, 177, 140, 144, 283]"
Product_0325,2014,"[154, 306, 134, 241, 121, 261, 461, 198, 188, 51, 227, 132]"
Product_0325,2015,"[193, 138, 320, 168, 160, 152, 62, 127, 258, 282, 299, 214]"
Product_0325,2016,"[95, 226, 199, 90, 72, 58, 140, 40, 113, 88, 109, 76]"
Product_0333,2011,[3]
Product_0333,2012,"[784, 1319, 839, 504, 765, 1506, 1862, 1202, 644, 680, 699, 1050]"
Product_0333,2013,"[953, 560, 1077, 723, 1112, 641, 656, 523, 636, 1387, 1068, 1576]"
Product_0333,2014,"[1076, 663, 855, 1058, 1486, 1269, 1462, 629, 346, 978, 870, 383]"
Product_0333,2015,"[1555, 594, 768, 800, 1171, 1167, 846, 583, 677, 1038, 499, 1397]"
Product_0333,2016,"[455, 152, 374, 552, 524, 1271, 484, 495, 808, 836, 349, 165]"
Product_0337,2012,"[139, 178, 173, 169, 122, 338, 98, 249, 157, 183, 237, 114]"
Product_0337,2013,"[141, 421, 81, 116, 279, 55, 72, 115, 243, 589, 305, 84]"
Product_0337,2014,"[331, 306, 193, 51, 357, 352, 142, 64, 62, 266, 86, 156]"
Product_0337,2015,"[142, 495, 152, 308, 173, 448, 111, 265, 231, 370, 175, 430]"
Product_0337,2016,"[238, 64, 309, 171, 104, 383, 185, 108, 203, 103, 237, 46]"
Product_0349,2011,[130]
Product_0349,2012,"[2195, 2823, 4168, 3333, 3263, 3350, 3272, 5520, 3374, 4558, 2666, 3068]"
Product_0349,2013,"[4533, 4251, 3722, 4129, 1413, 2052, 4837, 1744, 2006, 4857, 3816, 3866]"
Product_0349,2014,"[3311, 4205, 3375, 4895, 1929, 4280, 3950, 3875, 4051, 4452, 3930, 4598]"
Product_0349,2015,"[3337, 5186, 2884, 3724, 3727, 4457, 2999, 3557, 7130, 3824, 2435, 4698]"
Product_0349,2016,"[4638, 3672, 6936, 3002, 834, 2504, 4489, 3379, 6357, 3290, 3641, 2761]"
Product_0353,2012,"[550, 1542, 949, 622, 692, 1074, 903, 964, 552, 564, 415, 623]"
Product_0353,2013,"[729, 873, 1114, 1412, 919, 534, 757, 660, 889, 2082, 1179, 1037]"
Product_0353,2014,"[401, 978, 1675, 961, 602, 1374, 340, 288, 429, 799, 1231, 507]"
Product_0353,2015,"[833, 1053, 628, 456, 1543, 1306, 402, 641, 638, 841, 436, 606]"
Product_0353,2016,"[219, 140, 218, 118, 602, 225, 660, 290, 502, 377, 381, 513]"
Product_0361,2012,"[286, 371, 180, 164, 476, 462, 485, 183, 245, 361, 375, 182]"
Product_0361,2013,"[461, 618, 131, 360, 230, 506, 375, 325, 170, 382, 344, 196]"
Product_0361,2014,"[602, 328, 442, 279, 396, 340, 567, 175, 224, 564, 327, 241]"
Product_0361,2015,"[415, 278, 360, 301, 475, 853, 125, 246, 305, 498, 224, 447]"
Product_0361,2016,"[325, 623, 175, 305, 440, 639, 398, 155, 302, 397, 254, 270]"
Product_0407,2012,"[49450, 73575, 65550, 56000, 61250, 49000, 31625, 40350, 45825, 61500, 74250, 52825]"
Product_0407,2013,"[51100, 56600, 70375, 73850, 72800, 85600, 37175, 48675, 58025, 61725, 69450, 57475]"
Product_0407,2014,"[58450, 57900, 68075, 38800, 57775, 73750, 44500, 44050, 48050, 65375, 44675, 37700]"
Product_0407,2015,"[67900, 23175, 66275, 16300, 47825, 27575, 33875, 18425, 43975, 39375, 28575, 30675]"
Product_0407,2016,"[30000, 33375, 29900, 22075, 44825, 16650, 19025, 22900, 32250, 17475, 18450, 35850]"
Product_0408,2012,"[42000, 68525, 58100, 68600, 46875, 36050, 28225, 26050, 50700, 69100, 42450, 68625]"
Product_0408,2013,"[49300, 51350, 53275, 70825, 93275, 57125, 61275, 47275, 72400, 58000, 44475, 45625]"
Product_0408,2014,"[63500, 73175, 43625, 40575, 83425, 79000, 63125, 58825, 53450, 71050, 58200, 55575]"
Product_0408,2015,"[48500, 25000, 34600, 15325, 49975, 47625, 40925, 28625, 29050, 45675, 32650, 22675]"
Product_0408,2016,"[41075, 34275, 72975, 29300, 55950, 53825, 19825, 28300, 30275, 24500, 28300, 30850]"
Product_0409,2012,"[1527, 1923, 2656, 5555, 2028, 1432, 1013, 1747, 1858, 1771, 2243, 1532]"
Product_0409,2013,"[1519, 2040, 1305, 1937, 1928, 2433, 1340, 1250, 1450, 1479, 2239, 1381]"
Product_0409,2014,"[1674, 1429, 1512, 1574, 1868, 2111, 1495, 1190, 1615, 1286, 1379, 1311]"
Product_0409,2015,"[1796, 837, 1358, 620, 1403, 924, 798, 503, 2273, 1219, 1084, 995]"
Product_0409,2016,"[926, 1272, 948, 746, 1048, 902, 594, 925, 621, 576, 955, 1483]"
Product_0410,2012,"[1031, 1367, 1085, 1558, 1175, 869, 710, 599, 1291, 1552, 1295, 1117]"
Product_0410,2013,"[1139, 972, 1048, 1798, 1722, 1607, 1313, 1043, 1695, 1395, 2943, 810]"
Product_0410,2014,"[1069, 1296, 936, 1953, 1593, 1497, 1466, 1177, 1069, 1099, 1247, 4017]"
Product_0410,2015,"[931, 543, 619, 495, 1142, 946, 1029, 419, 1050, 690, 616, 696]"
Product_0410,2016,"[1159, 509, 577, 809, 2973, 1335, 371, 616, 885, 390, 806, 509]"
Product_0412,2011,"[2, 153]"
Product_0412,2012,"[333, 303, 399, 105, 397, 582, 224, 120, 164, 191, 267, 85]"
Product_0412,2013,"[132, 470, 238, 180, 458, 196, 549, 149, 298, 183, 432, 278]"
Product_0412,2014,"[330, 217, 1007, 610, 290, 466, 267, 516, 269, 342, 267, 461]"
Product_0412,2015,"[435, 330, 478, 638, 210, 645, 138, 505, 749, 400, 471, 279]"
Product_0412,2016,"[296, 454, 545, 313, 484, 504, 364, 588, 1001, 326, 348, 537]"
Product_0453,2011,[132]
Product_0453,2012,"[598, 685, 554, 841, 530, 1012, 1135, 2148, 1077, 1903, 317, 630]"
Product_0453,2013,"[1364, 1247, 603, 274, 978, 421, 1266, 413, 561, 824, 1339, 1328]"
Product_0453,2014,"[684, 685, 718, 1210, 356, 837, 1218, 1232, 1395, 596, 1049, 1217]"
Product_0453,2015,"[455, 1009, 1339, 1568, 530, 1088, 1102, 1280, 1678, 1272, 1036, 1928]"
Product_0453,2016,"[1092, 830, 2087, 361, 219, 865, 1345, 455, 1257, 842, 588, 1934]"
Product_0458,2011,[20]
Product_0458,2012,"[145, 395, 639, 300, 202, 290, 235, 499, 734, 372, 124, 655]"
Product_0458,2013,"[473, 1047, 643, 477, 483, 98, 531, 293, 692, 406, 325, 481]"
