,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,month13,month14,month15,month16,month17,month18,month19,month20,month21,month22,month23,month24,s_DC1_1,s_DC1_2,s_DC1_3,s_DC1_4,s_DC1_5,s_DC1_6,s_DC1_7,s_DC1_8,s_DC1_9,s_DC1_10,s_DC1_11,s_DC1_12,s_DC1_13,s_DC1_14,s_DC1_15,s_DC1_16,s_DC1_17,s_DC1_18,s_DC1_19,s_DC1_20,s_DC1_21,s_DC1_22,s_DC1_23,s_DC1_24,S_DC1_1,S_DC1_2,S_DC1_3,S_DC1_4,S_DC1_5,S_DC1_6,S_DC1_7,S_DC1_8,S_DC1_9,S_DC1_10,S_DC1_11,S_DC1_12,S_DC1_13,S_DC1_14,S_DC1_15,S_DC1_16,S_DC1_17,S_DC1_18,S_DC1_19,S_DC1_20,S_DC1_21,S_DC1_22,S_DC1_23,S_DC1_24,s_DC2_1,s_DC2_2,s_DC2_3,s_DC2_4,s_DC2_5,s_DC2_6,s_DC2_7,s_DC2_8,s_DC2_9,s_DC2_10,s_DC2_11,s_DC2_12,s_DC2_13,s_DC2_14,s_DC2_15,s_DC2_16,s_DC2_17,s_DC2_18,s_DC2_19,s_DC2_20,s_DC2_21,s_DC2_22,s_DC2_23,s_DC2_24,S_DC2_1,S_DC2_2,S_DC2_3,S_DC2_4,S_DC2_5,S_DC2_6,S_DC2_7,S_DC2_8,S_DC2_9,S_DC2_10,S_DC2_11,S_DC2_12,S_DC2_13,S_DC2_14,S_DC2_15,S_DC2_16,S_DC2_17,S_DC2_18,S_DC2_19,S_DC2_20,S_DC2_21,S_DC2_22,S_DC2_23,S_DC2_24,s_r1_1,s_r1_2,s_r1_3,s_r1_4,s_r1_5,s_r1_6,s_r1_7,s_r1_8,s_r1_9,s_r1_10,s_r1_11,s_r1_12,s_r1_13,s_r1_14,s_r1_15,s_r1_16,s_r1_17,s_r1_18,s_r1_19,s_r1_20,s_r1_21,s_r1_22,s_r1_23,s_r1_24,S_r2_1,S_r2_2,S_r2_3,S_r2_4,S_r2_5,S_r2_6,S_r2_7,S_r2_8,S_r2_9,S_r2_10,S_r2_11,S_r2_12,S_r2_13,S_r2_14,S_r2_15,S_r2_16,S_r2_17,S_r2_18,S_r2_19,S_r2_20,S_r2_21,S_r2_22,S_r2_23,S_r2_24,profit
42,47500.0,51521.0,49787.0,41729.0,46294.0,41712.0,54455.0,38780.0,38519.0,50631.0,55589.0,53641.0,38319.0,48753.0,38264.0,50561.0,56048.0,60781.0,45119.0,47980.0,45644.0,48180.0,53031.0,54713.0,149904.0,137447.0,180863.0,109311.0,111483.0,137046.0,161898.0,152308.0,165136.0,166834.0,111658.0,181457.0,170053.0,135226.0,165901.0,165252.0,156348.0,179839.0,137786.0,184265.0,127891.0,95708.0,152740.0,95521.0,322720.0,357786.0,306288.0,238037.0,406976.0,338171.0,254418.0,359287.0,393865.0,309879.0,332314.0,353471.0,315232.0,340800.0,320822.0,387269.0,325440.0,238787.0,292661.0,332613.0,341930.0,253146.0,265983.0,237716.0,149904.0,137447.0,180863.0,109311.0,111483.0,137046.0,161898.0,152308.0,165136.0,166834.0,111658.0,181457.0,170053.0,135226.0,165901.0,165252.0,156348.0,179839.0,137786.0,184265.0,127891.0,95708.0,152740.0,95521.0,322720.0,357786.0,306288.0,238037.0,406976.0,338171.0,254418.0,359287.0,393865.0,309879.0,332314.0,353471.0,315232.0,340800.0,320822.0,387269.0,325440.0,238787.0,292661.0,332613.0,341930.0,253146.0,265983.0,237716.0,149904.0,137447.0,180863.0,109311.0,111483.0,137046.0,161898.0,152308.0,165136.0,166834.0,111658.0,181457.0,170053.0,135226.0,165901.0,165252.0,156348.0,179839.0,137786.0,184265.0,127891.0,95708.0,152740.0,95521.0,322720.0,357786.0,306288.0,238037.0,406976.0,338171.0,254418.0,359287.0,393865.0,309879.0,332314.0,353471.0,315232.0,340800.0,320822.0,387269.0,325440.0,238787.0,292661.0,332613.0,341930.0,253146.0,265983.0,237716.0,337417438.61
43,46273.0,46406.0,46547.0,46443.0,46754.0,46599.0,46667.0,46623.0,46156.0,46353.0,46397.0,46488.0,46792.0,46458.0,46647.0,46346.0,46630.0,46260.0,46605.0,46244.0,46481.0,46161.0,46459.0,46729.0,149904.0,137447.0,180863.0,109311.0,111483.0,137046.0,161898.0,152308.0,165136.0,166834.0,111658.0,181457.0,170053.0,135226.0,165901.0,165252.0,156348.0,179839.0,137786.0,184265.0,127891.0,95708.0,152740.0,95521.0,322720.0,357786.0,306288.0,238037.0,406976.0,338171.0,254418.0,359287.0,393865.0,309879.0,332314.0,353471.0,315232.0,340800.0,320822.0,387269.0,325440.0,238787.0,292661.0,332613.0,341930.0,253146.0,265983.0,237716.0,149904.0,137447.0,180863.0,109311.0,111483.0,137046.0,161898.0,152308.0,165136.0,166834.0,111658.0,181457.0,170053.0,135226.0,165901.0,165252.0,156348.0,179839.0,137786.0,184265.0,127891.0,95708.0,152740.0,95521.0,322720.0,357786.0,306288.0,238037.0,406976.0,338171.0,254418.0,359287.0,393865.0,309879.0,332314.0,353471.0,315232.0,340800.0,320822.0,387269.0,325440.0,238787.0,292661.0,332613.0,341930.0,253146.0,265983.0,237716.0,149904.0,137447.0,180863.0,109311.0,111483.0,137046.0,161898.0,152308.0,165136.0,166834.0,111658.0,181457.0,170053.0,135226.0,165901.0,165252.0,156348.0,179839.0,137786.0,184265.0,127891.0,95708.0,152740.0,95521.0,322720.0,357786.0,306288.0,238037.0,406976.0,338171.0,254418.0,359287.0,393865.0,309879.0,332314.0,353471.0,315232.0,340800.0,320822.0,387269.0,325440.0,238787.0,292661.0,332613.0,341930.0,253146.0,265983.0,237716.0,307626485.96
44,43379.0,67112.0,44047.0,56586.0,41414.0,79737.0,58652.0,45878.0,44883.0,41179.0,56859.0,46397.0,43589.0,43579.0,49174.0,33234.0,69695.0,57871.0,57813.0,42251.0,69150.0,62791.0,41004.0,59003.0,184018.0,161827.0,185437.0,169402.0,164787.0,120113.0,168334.0,151769.0,199868.0,187195.0,141173.0,124768.0,186699.0,132980.0,149106.0,131373.0,184808.0,198331.0,199689.0,146275.0,169413.0,164607.0,125774.0,192429.0,370454.0,313345.0,319206.0,256843.0,265623.0,364158.0,378617.0,417314.0,364236.0,453760.0,439706.0,375080.0,335039.0,406608.0,273881.0,362332.0,356861.0,288052.0,404598.0,276246.0,386871.0,296117.0,378719.0,261377.0,184018.0,161827.0,185437.0,169402.0,164787.0,120113.0,168334.0,151769.0,199868.0,187195.0,141173.0,124768.0,186699.0,132980.0,149106.0,131373.0,184808.0,198331.0,199689.0,146275.0,169413.0,164607.0,125774.0,192429.0,370454.0,313345.0,319206.0,256843.0,265623.0,364158.0,378617.0,417314.0,364236.0,453760.0,439706.0,375080.0,335039.0,406608.0,273881.0,362332.0,356861.0,288052.0,404598.0,276246.0,386871.0,296117.0,378719.0,261377.0,184018.0,161827.0,185437.0,169402.0,164787.0,120113.0,168334.0,151769.0,199868.0,187195.0,141173.0,124768.0,186699.0,132980.0,149106.0,131373.0,184808.0,198331.0,199689.0,146275.0,169413.0,164607.0,125774.0,192429.0,370454.0,313345.0,319206.0,256843.0,265623.0,364158.0,378617.0,417314.0,364236.0,453760.0,439706.0,375080.0,335039.0,406608.0,273881.0,362332.0,356861.0,288052.0,404598.0,276246.0,386871.0,296117.0,378719.0,261377.0,401271711.335
45,51331.0,51082.0,51215.0,51427.0,51509.0,51127.0,51214.0,50867.0,51134.0,51461.0,50881.0,51723.0,51282.0,51272.0,51133.0,50876.0,51561.0,51136.0,51322.0,51250.0,51001.0,51304.0,51538.0,51218.0,184018.0,161827.0,185437.0,169402.0,164787.0,120113.0,168334.0,151769.0,199868.0,187195.0,141173.0,124768.0,186699.0,132980.0,149106.0,131373.0,184808.0,198331.0,199689.0,146275.0,169413.0,164607.0,125774.0,192429.0,370454.0,313345.0,319206.0,256843.0,265623.0,364158.0,378617.0,417314.0,364236.0,453760.0,439706.0,375080.0,335039.0,406608.0,273881.0,362332.0,356861.0,288052.0,404598.0,276246.0,386871.0,296117.0,378719.0,261377.0,184018.0,161827.0,185437.0,169402.0,164787.0,120113.0,168334.0,151769.0,199868.0,187195.0,141173.0,124768.0,186699.0,132980.0,149106.0,131373.0,184808.0,198331.0,199689.0,146275.0,169413.0,164607.0,125774.0,192429.0,370454.0,313345.0,319206.0,256843.0,265623.0,364158.0,378617.0,417314.0,364236.0,453760.0,439706.0,375080.0,335039.0,406608.0,273881.0,362332.0,356861.0,288052.0,404598.0,276246.0,386871.0,296117.0,378719.0,261377.0,184018.0,161827.0,185437.0,169402.0,164787.0,120113.0,168334.0,151769.0,199868.0,187195.0,141173.0,124768.0,186699.0,132980.0,149106.0,131373.0,184808.0,198331.0,199689.0,146275.0,169413.0,164607.0,125774.0,192429.0,370454.0,313345.0,319206.0,256843.0,265623.0,364158.0,378617.0,417314.0,364236.0,453760.0,439706.0,375080.0,335039.0,406608.0,273881.0,362332.0,356861.0,288052.0,404598.0,276246.0,386871.0,296117.0,378719.0,261377.0,280168899.02
46,49563.0,69163.0,65401.0,32347.0,75069.0,86363.0,12726.0,36452.0,40847.0,63090.0,71222.0,83830.0,19301.0,33696.0,25394.0,68716.0,38529.0,49027.0,79435.0,38714.0,49673.0,79425.0,35443.0,67097.0,125097.0,159986.0,116543.0,196272.0,193498.0,164014.0,178280.0,156714.0,173871.0,219758.0,206752.0,149793.0,121464.0,133930.0,195310.0,186521.0,150337.0,125151.0,216384.0,197288.0,195623.0,118437.0,157528.0,176802.0,410198.0,460664.0,356928.0,360611.0,441197.0,448077.0,399344.0,353814.0,358934.0,292979.0,453295.0,480159.0,349706.0,473741.0,486342.0,348595.0,465522.0,326899.0,295246.0,385327.0,452214.0,373730.0,423206.0,497032.0,125097.0,159986.0,116543.0,196272.0,193498.0,164014.0,178280.0,156714.0,173871.0,219758.0,206752.0,149793.0,121464.0,133930.0,195310.0,186521.0,150337.0,125151.0,216384.0,197288.0,195623.0,118437.0,157528.0,176802.0,410198.0,460664.0,356928.0,360611.0,441197.0,448077.0,399344.0,353814.0,358934.0,292979.0,453295.0,480159.0,349706.0,473741.0,486342.0,348595.0,465522.0,326899.0,295246.0,385327.0,452214.0,373730.0,423206.0,497032.0,125097.0,159986.0,116543.0,196272.0,193498.0,164014.0,178280.0,156714.0,173871.0,219758.0,206752.0,149793.0,121464.0,133930.0,195310.0,186521.0,150337.0,125151.0,216384.0,197288.0,195623.0,118437.0,157528.0,176802.0,410198.0,460664.0,356928.0,360611.0,441197.0,448077.0,399344.0,353814.0,358934.0,292979.0,453295.0,480159.0,349706.0,473741.0,486342.0,348595.0,465522.0,326899.0,295246.0,385327.0,452214.0,373730.0,423206.0,497032.0,502098279.615
47,55594.0,55383.0,55849.0,54926.0,55253.0,55164.0,55389.0,55289.0,54941.0,55914.0,55114.0,55280.0,55770.0,55061.0,55491.0,55389.0,54969.0,55455.0,55523.0,55102.0,55421.0,55173.0,55395.0,55647.0,125097.0,159986.0,116543.0,196272.0,193498.0,164014.0,178280.0,156714.0,173871.0,219758.0,206752.0,149793.0,121464.0,133930.0,195310.0,186521.0,150337.0,125151.0,216384.0,197288.0,195623.0,118437.0,157528.0,176802.0,410198.0,460664.0,356928.0,360611.0,441197.0,448077.0,399344.0,353814.0,358934.0,292979.0,453295.0,480159.0,349706.0,473741.0,486342.0,348595.0,465522.0,326899.0,295246.0,385327.0,452214.0,373730.0,423206.0,497032.0,125097.0,159986.0,116543.0,196272.0,193498.0,164014.0,178280.0,156714.0,173871.0,219758.0,206752.0,149793.0,121464.0,133930.0,195310.0,186521.0,150337.0,125151.0,216384.0,197288.0,195623.0,118437.0,157528.0,176802.0,410198.0,460664.0,356928.0,360611.0,441197.0,448077.0,399344.0,353814.0,358934.0,292979.0,453295.0,480159.0,349706.0,473741.0,486342.0,348595.0,465522.0,326899.0,295246.0,385327.0,452214.0,373730.0,423206.0,497032.0,125097.0,159986.0,116543.0,196272.0,193498.0,164014.0,178280.0,156714.0,173871.0,219758.0,206752.0,149793.0,121464.0,133930.0,195310.0,186521.0,150337.0,125151.0,216384.0,197288.0,195623.0,118437.0,157528.0,176802.0,410198.0,460664.0,356928.0,360611.0,441197.0,448077.0,399344.0,353814.0,358934.0,292979.0,453295.0,480159.0,349706.0,473741.0,486342.0,348595.0,465522.0,326899.0,295246.0,385327.0,452214.0,373730.0,423206.0,497032.0,356924092.21
48,42530.0,62583.0,65617.0,44931.0,37413.0,52965.0,55394.0,65697.0,57747.0,52529.0,55679.0,53679.0,41734.0,40594.0,31534.0,54531.0,42548.0,64237.0,55300.0,54020.0,41835.0,51394.0,43013.0,63424.0,168690.0,178017.0,133838.0,103733.0,159948.0,115564.0,198998.0,192565.0,163003.0,137751.0,125110.0,157942.0,121201.0,119852.0,141636.0,144537.0,99877.0,104022.0,133463.0,105587.0,185928.0,121973.0,141088.0,105605.0,433276.0,297415.0,392423.0,406459.0,353024.0,289455.0,360199.0,337864.0,315797.0,303142.0,393141.0,311258.0,295949.0,280734.0,290966.0,408499.0,279971.0,293988.0,281351.0,323600.0,386640.0,259700.0,306528.0,447437.0,168690.0,178017.0,133838.0,103733.0,159948.0,115564.0,198998.0,192565.0,163003.0,137751.0,125110.0,157942.0,121201.0,119852.0,141636.0,144537.0,99877.0,104022.0,133463.0,105587.0,185928.0,121973.0,141088.0,105605.0,433276.0,297415.0,392423.0,406459.0,353024.0,289455.0,360199.0,337864.0,315797.0,303142.0,393141.0,311258.0,295949.0,280734.0,290966.0,408499.0,279971.0,293988.0,281351.0,323600.0,386640.0,259700.0,306528.0,447437.0,168690.0,178017.0,133838.0,103733.0,159948.0,115564.0,198998.0,192565.0,163003.0,137751.0,125110.0,157942.0,121201.0,119852.0,141636.0,144537.0,99877.0,104022.0,133463.0,105587.0,185928.0,121973.0,141088.0,105605.0,433276.0,297415.0,392423.0,406459.0,353024.0,289455.0,360199.0,337864.0,315797.0,303142.0,393141.0,311258.0,295949.0,280734.0,290966.0,408499.0,279971.0,293988.0,281351.0,323600.0,386640.0,259700.0,306528.0,447437.0,410074748.085
49,49824.0,50348.0,49628.0,49976.0,49859.0,49902.0,50227.0,49660.0,49663.0,49951.0,49738.0,49911.0,49963.0,50146.0,50020.0,49794.0,50199.0,49769.0,49762.0,49906.0,50042.0,49909.0,50055.0,50326.0,168690.0,178017.0,133838.0,103733.0,159948.0,115564.0,198998.0,192565.0,163003.0,137751.0,125110.0,157942.0,121201.0,119852.0,141636.0,144537.0,99877.0,104022.0,133463.0,105587.0,185928.0,121973.0,141088.0,105605.0,433276.0,297415.0,392423.0,406459.0,353024.0,289455.0,360199.0,337864.0,315797.0,303142.0,393141.0,311258.0,295949.0,280734.0,290966.0,408499.0,279971.0,293988.0,281351.0,323600.0,386640.0,259700.0,306528.0,447437.0,168690.0,178017.0,133838.0,103733.0,159948.0,115564.0,198998.0,192565.0,163003.0,137751.0,125110.0,157942.0,121201.0,119852.0,141636.0,144537.0,99877.0,104022.0,133463.0,105587.0,185928.0,121973.0,141088.0,105605.0,433276.0,297415.0,392423.0,406459.0,353024.0,289455.0,360199.0,337864.0,315797.0,303142.0,393141.0,311258.0,295949.0,280734.0,290966.0,408499.0,279971.0,293988.0,281351.0,323600.0,386640.0,259700.0,306528.0,447437.0,168690.0,178017.0,133838.0,103733.0,159948.0,115564.0,198998.0,192565.0,163003.0,137751.0,125110.0,157942.0,121201.0,119852.0,141636.0,144537.0,99877.0,104022.0,133463.0,105587.0,185928.0,121973.0,141088.0,105605.0,433276.0,297415.0,392423.0,406459.0,353024.0,289455.0,360199.0,337864.0,315797.0,303142.0,393141.0,311258.0,295949.0,280734.0,290966.0,408499.0,279971.0,293988.0,281351.0,323600.0,386640.0,259700.0,306528.0,447437.0,351447549.855
50,2414.0,-1706.0,3998.0,2099.0,6094.0,7378.0,8857.0,8177.0,5243.0,5830.0,7891.0,8075.0,15547.0,-360.0,5028.0,12718.0,5827.0,2863.0,16474.0,12999.0,8799.0,16780.0,5892.0,4406.0,17422.0,13293.0,17902.0,22758.0,12346.0,23235.0,22187.0,19579.0,18885.0,17983.0,22418.0,19116.0,16963.0,24190.0,22098.0,15977.0,23929.0,13037.0,16869.0,23633.0,15459.0,23363.0,19672.0,14052.0,32785.0,42693.0,51439.0,45501.0,54788.0,46578.0,36216.0,32310.0,47912.0,49544.0,39046.0,32734.0,38346.0,42563.0,30886.0,34056.0,40326.0,33966.0,54958.0,39230.0,37709.0,36333.0,35545.0,32662.0,17422.0,13293.0,17902.0,22758.0,12346.0,23235.0,22187.0,19579.0,18885.0,17983.0,22418.0,19116.0,16963.0,24190.0,22098.0,15977.0,23929.0,13037.0,16869.0,23633.0,15459.0,23363.0,19672.0,14052.0,32785.0,42693.0,51439.0,45501.0,54788.0,46578.0,36216.0,32310.0,47912.0,49544.0,39046.0,32734.0,38346.0,42563.0,30886.0,34056.0,40326.0,33966.0,54958.0,39230.0,37709.0,36333.0,35545.0,32662.0,17422.0,13293.0,17902.0,22758.0,12346.0,23235.0,22187.0,19579.0,18885.0,17983.0,22418.0,19116.0,16963.0,24190.0,22098.0,15977.0,23929.0,13037.0,16869.0,23633.0,15459.0,23363.0,19672.0,14052.0,32785.0,42693.0,51439.0,45501.0,54788.0,46578.0,36216.0,32310.0,47912.0,49544.0,39046.0,32734.0,38346.0,42563.0,30886.0,34056.0,40326.0,33966.0,54958.0,39230.0,37709.0,36333.0,35545.0,32662.0,56620500.71
51,6029.0,6089.0,6125.0,6170.0,6054.0,6007.0,6147.0,6142.0,5989.0,5970.0,6104.0,6224.0,6095.0,6129.0,6228.0,6129.0,6072.0,6064.0,6114.0,6212.0,6126.0,6109.0,5987.0,6064.0,17422.0,13293.0,17902.0,22758.0,12346.0,23235.0,22187.0,19579.0,18885.0,17983.0,22418.0,19116.0,16963.0,24190.0,22098.0,15977.0,23929.0,13037.0,16869.0,23633.0,15459.0,23363.0,19672.0,14052.0,32785.0,42693.0,51439.0,45501.0,54788.0,46578.0,36216.0,32310.0,47912.0,49544.0,39046.0,32734.0,38346.0,42563.0,30886.0,34056.0,40326.0,33966.0,54958.0,39230.0,37709.0,36333.0,35545.0,32662.0,17422.0,13293.0,17902.0,22758.0,12346.0,23235.0,22187.0,19579.0,18885.0,17983.0,22418.0,19116.0,16963.0,24190.0,22098.0,15977.0,23929.0,13037.0,16869.0,23633.0,15459.0,23363.0,19672.0,14052.0,32785.0,42693.0,51439.0,45501.0,54788.0,46578.0,36216.0,32310.0,47912.0,49544.0,39046.0,32734.0,38346.0,42563.0,30886.0,34056.0,40326.0,33966.0,54958.0,39230.0,37709.0,36333.0,35545.0,32662.0,17422.0,13293.0,17902.0,22758.0,12346.0,23235.0,22187.0,19579.0,18885.0,17983.0,22418.0,19116.0,16963.0,24190.0,22098.0,15977.0,23929.0,13037.0,16869.0,23633.0,15459.0,23363.0,19672.0,14052.0,32785.0,42693.0,51439.0,45501.0,54788.0,46578.0,36216.0,32310.0,47912.0,49544.0,39046.0,32734.0,38346.0,42563.0,30886.0,34056.0,40326.0,33966.0,54958.0,39230.0,37709.0,36333.0,35545.0,32662.0,36093326.715
52,14258.0,6423.0,7970.0,9104.0,15306.0,12435.0,4080.0,6044.0,13651.0,10322.0,11573.0,5230.0,11553.0,5311.0,23173.0,3048.0,6475.0,5293.0,8069.0,6796.0,13971.0,9891.0,10966.0,2389.0,18560.0,30693.0,17228.0,27662.0,31191.0,27727.0,24592.0,33212.0,31359.0,28902.0,21468.0,20286.0,30789.0,17340.0,21472.0,28696.0,21296.0,29142.0,32785.0,33611.0,23853.0,27917.0,29114.0,18653.0,65607.0,68774.0,76685.0,65588.0,59177.0,72171.0,67708.0,68321.0,72263.0,63308.0,75118.0,67729.0,57312.0,46611.0,52807.0,49833.0,72342.0,63131.0,61237.0,55482.0,49976.0,65477.0,65249.0,53498.0,18560.0,30693.0,17228.0,27662.0,31191.0,27727.0,24592.0,33212.0,31359.0,28902.0,21468.0,20286.0,30789.0,17340.0,21472.0,28696.0,21296.0,29142.0,32785.0,33611.0,23853.0,27917.0,29114.0,18653.0,65607.0,68774.0,76685.0,65588.0,59177.0,72171.0,67708.0,68321.0,72263.0,63308.0,75118.0,67729.0,57312.0,46611.0,52807.0,49833.0,72342.0,63131.0,61237.0,55482.0,49976.0,65477.0,65249.0,53498.0,18560.0,30693.0,17228.0,27662.0,31191.0,27727.0,24592.0,33212.0,31359.0,28902.0,21468.0,20286.0,30789.0,17340.0,21472.0,28696.0,21296.0,29142.0,32785.0,33611.0,23853.0,27917.0,29114.0,18653.0,65607.0,68774.0,76685.0,65588.0,59177.0,72171.0,67708.0,68321.0,72263.0,63308.0,75118.0,67729.0,57312.0,46611.0,52807.0,49833.0,72342.0,63131.0,61237.0,55482.0,49976.0,65477.0,65249.0,53498.0,83399128.595
53,8658.0,8553.0,8563.0,8499.0,8445.0,8550.0,8707.0,8603.0,8532.0,8546.0,8685.0,8392.0,8601.0,8564.0,8633.0,8680.0,8508.0,8635.0,8613.0,8619.0,8597.0,8538.0,8580.0,8449.0,18560.0,30693.0,17228.0,27662.0,31191.0,27727.0,24592.0,33212.0,31359.0,28902.0,21468.0,20286.0,30789.0,17340.0,21472.0,28696.0,21296.0,29142.0,32785.0,33611.0,23853.0,27917.0,29114.0,18653.0,65607.0,68774.0,76685.0,65588.0,59177.0,72171.0,67708.0,68321.0,72263.0,63308.0,75118.0,67729.0,57312.0,46611.0,52807.0,49833.0,72342.0,63131.0,61237.0,55482.0,49976.0,65477.0,65249.0,53498.0,18560.0,30693.0,17228.0,27662.0,31191.0,27727.0,24592.0,33212.0,31359.0,28902.0,21468.0,20286.0,30789.0,17340.0,21472.0,28696.0,21296.0,29142.0,32785.0,33611.0,23853.0,27917.0,29114.0,18653.0,65607.0,68774.0,76685.0,65588.0,59177.0,72171.0,67708.0,68321.0,72263.0,63308.0,75118.0,67729.0,57312.0,46611.0,52807.0,49833.0,72342.0,63131.0,61237.0,55482.0,49976.0,65477.0,65249.0,53498.0,18560.0,30693.0,17228.0,27662.0,31191.0,27727.0,24592.0,33212.0,31359.0,28902.0,21468.0,20286.0,30789.0,17340.0,21472.0,28696.0,21296.0,29142.0,32785.0,33611.0,23853.0,27917.0,29114.0,18653.0,65607.0,68774.0,76685.0,65588.0,59177.0,72171.0,67708.0,68321.0,72263.0,63308.0,75118.0,67729.0,57312.0,46611.0,52807.0,49833.0,72342.0,63131.0,61237.0,55482.0,49976.0,65477.0,65249.0,53498.0,69446135.585
54,9790.0,6469.0,11509.0,9571.0,14185.0,9499.0,10024.0,11852.0,10557.0,8391.0,4150.0,9724.0,2957.0,10567.0,10606.0,8272.0,14049.0,7657.0,10124.0,16691.0,6775.0,4732.0,12495.0,14880.0,22619.0,20772.0,26250.0,25637.0,36467.0,25888.0,21689.0,29039.0,35101.0,35365.0,27281.0,32574.0,37914.0,37772.0,29748.0,27134.0,35386.0,21184.0,35297.0,37115.0,38863.0,23614.0,30419.0,26814.0,70839.0,75687.0,65906.0,83422.0,75485.0,82302.0,69703.0,52197.0,85991.0,71517.0,83699.0,51974.0,74310.0,78224.0,71246.0,59407.0,70976.0,51601.0,74941.0,62841.0,58523.0,68137.0,70652.0,73555.0,22619.0,20772.0,26250.0,25637.0,36467.0,25888.0,21689.0,29039.0,35101.0,35365.0,27281.0,32574.0,37914.0,37772.0,29748.0,27134.0,35386.0,21184.0,35297.0,37115.0,38863.0,23614.0,30419.0,26814.0,70839.0,75687.0,65906.0,83422.0,75485.0,82302.0,69703.0,52197.0,85991.0,71517.0,83699.0,51974.0,74310.0,78224.0,71246.0,59407.0,70976.0,51601.0,74941.0,62841.0,58523.0,68137.0,70652.0,73555.0,22619.0,20772.0,26250.0,25637.0,36467.0,25888.0,21689.0,29039.0,35101.0,35365.0,27281.0,32574.0,37914.0,37772.0,29748.0,27134.0,35386.0,21184.0,35297.0,37115.0,38863.0,23614.0,30419.0,26814.0,70839.0,75687.0,65906.0,83422.0,75485.0,82302.0,69703.0,52197.0,85991.0,71517.0,83699.0,51974.0,74310.0,78224.0,71246.0,59407.0,70976.0,51601.0,74941.0,62841.0,58523.0,68137.0,70652.0,73555.0,87164785.315
55,9815.0,9741.0,9769.0,9754.0,9923.0,9879.0,9871.0,9828.0,9881.0,9845.0,9710.0,9766.0,9795.0,9833.0,9762.0,9789.0,9826.0,9879.0,9701.0,9682.0,9741.0,9771.0,9747.0,9881.0,22619.0,20772.0,26250.0,25637.0,36467.0,25888.0,21689.0,29039.0,35101.0,35365.0,27281.0,32574.0,37914.0,37772.0,29748.0,27134.0,35386.0,21184.0,35297.0,37115.0,38863.0,23614.0,30419.0,26814.0,70839.0,75687.0,65906.0,83422.0,75485.0,82302.0,69703.0,52197.0,85991.0,71517.0,83699.0,51974.0,74310.0,78224.0,71246.0,59407.0,70976.0,51601.0,74941.0,62841.0,58523.0,68137.0,70652.0,73555.0,22619.0,20772.0,26250.0,25637.0,36467.0,25888.0,21689.0,29039.0,35101.0,35365.0,27281.0,32574.0,37914.0,37772.0,29748.0,27134.0,35386.0,21184.0,35297.0,37115.0,38863.0,23614.0,30419.0,26814.0,70839.0,75687.0,65906.0,83422.0,75485.0,82302.0,69703.0,52197.0,85991.0,71517.0,83699.0,51974.0,74310.0,78224.0,71246.0,59407.0,70976.0,51601.0,74941.0,62841.0,58523.0,68137.0,70652.0,73555.0,22619.0,20772.0,26250.0,25637.0,36467.0,25888.0,21689.0,29039.0,35101.0,35365.0,27281.0,32574.0,37914.0,37772.0,29748.0,27134.0,35386.0,21184.0,35297.0,37115.0,38863.0,23614.0,30419.0,26814.0,70839.0,75687.0,65906.0,83422.0,75485.0,82302.0,69703.0,52197.0,85991.0,71517.0,83699.0,51974.0,74310.0,78224.0,71246.0,59407.0,70976.0,51601.0,74941.0,62841.0,58523.0,68137.0,70652.0,73555.0,68941049.25
56,2022.0,8613.0,8988.0,9865.0,15398.0,6624.0,8002.0,14622.0,11476.0,10984.0,2048.0,13040.0,13786.0,7421.0,10865.0,8845.0,14321.0,10713.0,23810.0,10930.0,10148.0,14004.0,18271.0,4441.0,32974.0,39364.0,38849.0,45122.0,24994.0,38039.0,41559.0,27137.0,42302.0,30283.0,30484.0,31310.0,27463.0,38870.0,36673.0,26133.0,23828.0,41630.0,37838.0,32120.0,46494.0,37353.0,46379.0,26218.0,63138.0,84476.0,67384.0,61353.0,61212.0,78506.0,101024.0,68805.0,96076.0,99249.0,96755.0,83517.0,70632.0,70349.0,78259.0,73952.0,62519.0,95333.0,59398.0,71717.0,59021.0,59632.0,77364.0,83931.0,32974.0,39364.0,38849.0,45122.0,24994.0,38039.0,41559.0,27137.0,42302.0,30283.0,30484.0,31310.0,27463.0,38870.0,36673.0,26133.0,23828.0,41630.0,37838.0,32120.0,46494.0,37353.0,46379.0,26218.0,63138.0,84476.0,67384.0,61353.0,61212.0,78506.0,101024.0,68805.0,96076.0,99249.0,96755.0,83517.0,70632.0,70349.0,78259.0,73952.0,62519.0,95333.0,59398.0,71717.0,59021.0,59632.0,77364.0,83931.0,32974.0,39364.0,38849.0,45122.0,24994.0,38039.0,41559.0,27137.0,42302.0,30283.0,30484.0,31310.0,27463.0,38870.0,36673.0,26133.0,23828.0,41630.0,37838.0,32120.0,46494.0,37353.0,46379.0,26218.0,63138.0,84476.0,67384.0,61353.0,61212.0,78506.0,101024.0,68805.0,96076.0,99249.0,96755.0,83517.0,70632.0,70349.0,78259.0,73952.0,62519.0,95333.0,59398.0,71717.0,59021.0,59632.0,77364.0,83931.0,93462162.435
